price,city_fuel_economy,engine_displacement,highway_fuel_economy,horsepower,mileage,year
67881,14,5000,19,510,15143,2017
40997,17,3500,24,375,24995,2019
42620,16,5500,22,577,32415,2014
45900,15,5300,22,355,31253,2020
47877,17,4700,26,449,24481,2015
40999,16,6200,27,455,23378,2020
35211,15,5700,21,395,28519,2017
74500,11,6200,17,707,22986,2018
38000,17,3500,23,375,20898,2018
56925,18,2000,26,316,13979,2020
45000,13,5600,18,390,32483,2019
44987,16,6200,28,455,26096,2014
42990,16,5300,23,355,47683,2017
52895,14,6200,22,420,43208,2018
36499,15,5700,21,395,30521,2016
41545,15,5300,20,355,17421,2019
36500,16,5300,22,355,73246,2017
40873,17,3500,23,375,50915,2017
39990,13,5600,18,390,38534,2019
38986,18,3500,22,278,19803,2019
52000,17,3500,23,375,41349,2018
36998,15,5700,22,395,37373,2019
62898,14,6200,21,420,25753,2020
38911,18,3500,22,278,44485,2019
41700,17,3500,22,375,46010,2018
40497,13,5700,17,381,25586,2020
57018,22,2000,27,247,12226,2020
58783,17,3000,23,385,22825,2017
43999,17,3000,24,345,16376,2019
48988,15,6200,22,420,23540,2016
58183,17,3500,21,450,17035,2019
45991,16,3500,21,375,43616,2019
48494,15,4600,18,301,34111,2018
49227,15,5700,21,395,12195,2020
36695,17,3500,24,375,38522,2018
43999,15,6200,20,420,59749,2017
39792,18,3000,24,300,42900,2017
43750,18,3600,25,310,50716,2018
50989,15,5000,21,395,12507,2020
43988,16,5300,22,355,12376,2019
54995,18,3000,24,380,22053,2018
37627,22,2000,29,248,34233,2019
39467,19,3000,25,333,57906,2017
59430,15,3500,18,450,37421,2018
56990,16,3000,21,340,10462,2018
37000,19,3500,26,295,22578,2019
66988,17,3500,21,450,13965,2019
35250,22,2000,29,237,17221,2019
35607,18,3500,26,290,14608,2017
59865,15,6200,20,420,17089,2019
39988,16,3500,22,365,22159,2018
49123,17,4700,24,429,46480,2015
40995,16,6200,22,420,34562,2018
42960,14,5300,21,355,38047,2019
35998,20,3500,27,295,15977,2018
35989,14,5600,19,390,40582,2019
39778,16,5700,25,370,30491,2018
37986,14,3500,20,365,34667,2016
37805,15,6200,21,420,32793,2016
69995,12,5500,14,544,38845,2013
45512,15,6200,20,420,71705,2017
39673,16,5000,22,395,29432,2019
37992,24,2000,34,248,15206,2018
40999,20,2000,21,403,21248,2012
36775,18,3500,26,280,16612,2019
43991,17,3000,23,340,49638,2015
37860,16,5300,22,355,45376,2017
37987,16,5300,22,355,25657,2017
58750,16,4400,25,456,28411,2018
37900,19,3500,28,280,25327,2019
41918,18,3500,22,278,30012,2019
39977,15,5700,21,395,38525,2018
79950,15,5500,23,577,36999,2017
41998,20,2000,25,316,30519,2017
41900,18,3500,22,278,32868,2018
43275,17,3600,25,310,12795,2019
63988,13,6200,22,707,19465,2017
44570,17,3000,23,380,23284,2016
37791,18,3500,22,278,15613,2019
41998,21,2000,26,272,10605,2019
39995,16,4700,26,449,75043,2015
35990,10,6000,17,552,56878,2006
38950,19,3500,26,290,15205,2019
35988,19,3500,24,375,43152,2018
36998,20,2000,25,316,25600,2017
41970,15,6200,21,420,122245,2016
44990,18,3600,23,285,17489,2018
40898,19,3500,26,290,36495,2018
54758,14,5000,19,510,37792,2017
42188,16,5000,22,395,29910,2019
36800,22,2000,24,270,16474,2019
39850,20,2000,25,252,18601,2017
42000,16,4700,26,449,55880,2015
50999,14,5300,21,355,37759,2020
38888,22,2000,30,241,23815,2018
35999,21,3000,32,320,30622,2019
38200,16,5300,22,355,74724,2017
37675,19,3500,26,375,21991,2017
60900,14,5000,19,510,42784,2017
38200,17,3500,23,375,34274,2019
40294,18,3500,22,278,21676,2019
41998,17,5300,23,355,21669,2019
35995,16,5300,23,355,92251,2016
49900,17,3500,22,400,84648,2018
35795,22,2000,28,280,19242,2018
36888,15,5700,21,395,44468,2019
36991,19,3500,26,295,48884,2016
37572,22,2000,30,241,17494,2017
49900,14,6200,21,420,27690,2019
36998,21,2000,28,241,19839,2018
37999,15,5700,23,375,28202,2016
41998,15,6200,20,420,28323,2017
37569,16,6200,22,420,90122,2018
77500,10,3600,15,400,30499,2003
39856,20,3600,26,305,17034,2019
40598,17,3000,22,362,49310,2017
51000,15,6200,20,420,54160,2019
37695,16,5300,22,355,15705,2019
38945,19,3500,24,375,30340,2018
38297,13,5700,17,381,35135,2019
46900,15,6200,20,420,31953,2017
45612,20,3000,28,335,11940,2018
59977,16,4700,25,449,30912,2017
37899,20,2300,24,270,12452,2019
36810,25,2500,32,175,11763,2019
40888,24,2000,34,248,20736,2018
59995,16,3500,21,450,51327,2018
44900,15,5300,21,355,31118,2020
38597,19,2700,22,310,15576,2019
45990,19,2000,24,246,10212,2020
40590,19,3500,27,311,35782,2017
41500,13,5700,17,381,52500,2018
38332,19,3500,24,375,21821,2018
42997,19,3500,26,295,11783,2019
36539,19,3500,24,375,32561,2018
39995,16,6200,25,455,23500,2017
40800,16,3600,20,285,39999,2017
35999,18,3500,22,278,27289,2019
43487,16,5300,22,355,51366,2018
37975,21,3500,27,295,20000,2019
41998,16,5300,22,355,10311,2020
52684,17,3000,22,362,37479,2018
41600,22,2000,31,255,17365,2019
36933,17,3500,23,375,59050,2017
48999,13,5600,19,400,10000,2019
58998,14,6200,21,420,25896,2019
36687,17,3500,23,375,36465,2019
36999,16,3600,20,285,26467,2017
41371,15,6200,20,420,73780,2017
37977,19,3500,26,295,16797,2019
36995,17,3500,23,375,44189,2018
38487,15,5300,21,355,11248,2019
42190,15,5700,21,395,15612,2018
37995,15,5700,21,395,23986,2016
39987,13,6400,19,470,87043,2015
37991,22,2000,30,241,38144,2017
45000,16,5300,22,355,40951,2018
59900,13,6200,22,707,17954,2017
44064,17,3500,22,375,28232,2019
57991,14,4700,18,449,31784,2017
37996,20,2000,27,316,17213,2020
41777,15,5300,21,355,35881,2020
37998,16,5700,25,370,24542,2018
37000,17,3500,23,375,14534,2019
35580,17,3000,22,340,64145,2015
50258,13,6200,21,707,28328,2016
35500,16,5300,22,355,24751,2017
39968,15,5700,21,395,33155,2017
37680,18,3600,25,310,35619,2019
48411,15,5300,21,355,34765,2019
37260,20,3000,30,335,21233,2017
40499,18,3000,24,300,40372,2017
46875,21,3000,29,320,18107,2017
40986,18,3600,25,295,32265,2019
38092,20,2000,28,240,32447,2018
40405,17,3600,23,276,34555,2018
46995,14,6200,21,420,23589,2019
43990,18,3600,23,285,25330,2018
45990,55,2000,57,308,18401,2017
43991,14,5300,21,355,43219,2019
37999,23,2000,33,248,13642,2019
39488,20,3000,28,362,32061,2017
37000,17,3500,23,375,24140,2018
62880,22,3000,29,335,11566,2020
46490,16,5300,22,355,43010,2017
44500,21,3000,29,320,29422,2018
35892,18,3600,25,295,18493,2020
39990,14,6200,20,420,77922,2016
41944,17,6200,29,455,28849,2014
44995,15,5000,21,395,28470,2020
46995,19,3500,24,375,12006,2018
36999,16,3500,22,365,64740,2016
42900,18,3500,25,290,10681,2018
36000,21,3000,31,320,44200,2017
36999,16,3600,20,285,102100,2015
40244,13,5700,17,381,31883,2019
35925,16,3600,20,285,78122,2016
41500,19,3000,25,333,34962,2018
36400,22,2000,24,270,24516,2019
35987,18,3500,23,375,62283,2017
45995,15,5000,21,395,10527,2020
40998,16,4600,24,386,28121,2016
42999,15,5300,21,355,31843,2019
39800,19,3000,25,333,35461,2017
41442,18,3000,24,300,43199,2018
47900,15,5700,21,395,13417,2019
37996,18,3600,25,295,14370,2020
35501,22,2000,28,280,13767,2018
47900,17,3500,23,375,31200,2018
41590,15,6200,22,420,59291,2017
39900,19,3500,26,295,14648,2019
43888,18,3500,22,278,23282,2018
43900,14,5600,20,400,27858,2019
48995,13,5700,17,381,11595,2019
56888,14,6200,22,420,41881,2019
46495,21,2000,27,247,43086,2018
36197,18,3600,25,295,14236,2020
38502,17,3600,23,276,12306,2019
37000,17,3500,23,375,37823,2018
38995,17,3600,23,276,10013,2019
43497,17,3500,23,375,34351,2019
46989,17,3500,23,375,65819,2018
48990,14,5000,19,510,53229,2016
35900,18,3500,22,278,26335,2019
48966,23,3000,29,277,18178,2020
53900,14,5300,21,355,26000,2019
57638,17,3500,21,450,10740,2019
36070,23,2000,33,248,22851,2017
36800,55,2000,57,308,27223,2017
52995,14,6200,21,420,39877,2019
68995,14,6200,21,420,28678,2019
36350,18,3600,25,295,21141,2019
56990,14,6200,23,420,18392,2019
40992,16,3500,22,365,16928,2018
38574,15,5700,21,395,26322,2019
38995,18,3600,23,285,17340,2018
45998,14,5300,21,355,41419,2019
39984,14,6200,22,415,27023,2017
49998,15,5300,22,355,10095,2017
36376,21,2000,28,241,12314,2017
42995,13,5600,19,400,30639,2018
44995,15,6200,20,420,31832,2017
43685,16,5000,22,395,33847,2019
42350,14,6400,23,485,14894,2019
35995,15,4300,20,285,43460,2019
45282,13,5700,17,381,20964,2018
38495,17,3600,23,400,81336,2015
43900,15,6200,22,420,72536,2017
36400,15,5700,21,395,39549,2017
50998,13,5600,19,400,25763,2019
46900,15,5300,22,355,38048,2020
49201,15,6200,20,420,20234,2019
36995,15,5000,21,385,83224,2016
35997,18,3500,25,375,16753,2019
41600,13,5600,18,390,20756,2019
42995,18,3600,25,310,16307,2020
37750,17,3500,23,375,27710,2019
36677,13,5600,19,400,46546,2017
47988,13,5700,17,381,22546,2019
46990,15,5300,22,355,44866,2017
36991,22,2000,30,241,38177,2017
63000,16,3500,21,400,18800,2019
35990,15,5000,21,385,25928,2017
43000,15,5300,22,355,62406,2017
35948,17,4000,20,270,35226,2019
38615,20,3500,27,295,27864,2017
36483,21,2000,27,230,10983,2020
45988,13,5700,17,381,30431,2019
49900,15,5700,21,395,10073,2020
49977,25,2000,33,248,12032,2020
40995,16,4000,19,270,15012,2020
35995,19,3000,27,240,60252,2017
38495,15,4600,18,301,45358,2018
51895,15,5700,21,395,19969,2019
51983,17,3500,23,375,28184,2018
39988,20,3500,27,295,23719,2019
43495,18,3000,25,396,42213,2017
52985,19,3000,25,329,19384,2019
36540,20,3000,29,335,52468,2017
50898,15,6200,20,420,29826,2017
39900,17,3500,20,278,10825,2019
45966,19,3500,26,295,27400,2017
37543,18,3000,25,300,33585,2017
35899,16,5000,22,395,16533,2018
37988,15,5700,21,395,12065,2020
40977,18,3600,23,285,31062,2018
44585,13,5600,19,400,30763,2019
47669,16,3600,18,308,17764,2019
45352,31,3500,28,308,16180,2018
46400,18,3500,22,302,19009,2018
42750,15,5300,22,355,57215,2017
40995,18,3600,23,285,19633,2019
40997,18,3500,22,302,28402,2018
44397,15,5300,21,355,23588,2020
41250,18,3500,23,375,40618,2017
58858,17,3500,22,375,16662,2019
38991,17,4000,20,270,53112,2018
37988,18,3000,23,380,39843,2018
63999,15,3500,18,450,28160,2019
45900,22,2000,29,255,12267,2020
42988,16,3500,22,365,29063,2016
41999,18,3500,23,302,23898,2017
46999,14,4400,19,567,68150,2017
37999,19,3500,24,375,30485,2018
38492,16,5300,22,355,10826,2019
38999,17,3000,23,340,70664,2017
36900,16,6200,27,455,19637,2019
52997,15,6200,20,420,21358,2019
44995,15,6200,20,420,29357,2018
43900,19,3500,24,375,16491,2019
61618,14,6200,20,420,12368,2019
35999,24,2000,34,248,20073,2019
38999,15,3500,19,365,53941,2017
63977,20,3000,25,335,17661,2019
39500,16,5300,22,355,15479,2020
41860,18,3000,23,380,36309,2019
62811,17,3500,22,400,22411,2019
37751,19,3500,27,311,24064,2017
75995,16,3500,21,450,17458,2019
37788,15,6200,21,420,64639,2016
41900,17,3500,23,375,41696,2018
37980,30,2000,40,180,20180,2017
41977,19,3000,27,240,15266,2018
42792,15,5700,21,395,19165,2020
36993,23,2000,33,248,17140,2018
62000,16,6200,20,420,13036,2020
58868,16,3500,22,375,18022,2020
54991,15,6200,22,420,25687,2019
42995,15,5700,22,395,13141,2020
54830,18,4700,26,449,38157,2017
38998,17,3500,23,375,13850,2018
47566,15,6200,21,420,44289,2016
44691,17,3600,23,276,10392,2019
63000,13,5700,18,383,46653,2017
35991,19,3500,25,270,33870,2016
38499,19,3500,26,295,25499,2019
37000,17,3500,20,278,25454,2018
35888,18,3500,22,278,30546,2018
39425,20,3000,30,335,21612,2017
36488,16,3500,22,365,32448,2017
45714,15,4400,21,445,43976,2017
38995,24,2000,30,237,14447,2019
40990,17,3500,23,375,16560,2018
49991,17,3000,26,425,14627,2015
58797,14,6200,20,420,17791,2020
36900,21,3000,32,320,28380,2018
39175,16,5300,22,355,29830,2016
37365,22,2500,28,250,12174,2020
38900,20,2800,28,181,22556,2018
48985,24,2000,27,400,26188,2017
45900,16,3500,22,375,20772,2020
38498,14,5700,22,360,23552,2019
38995,17,3600,25,310,10809,2020
39985,17,3500,23,375,61298,2018
35656,17,4300,22,285,13886,2018
38945,13,5600,18,390,48487,2018
37955,16,3600,20,285,18016,2018
38999,16,5300,22,355,41191,2018
35995,18,3500,26,290,36925,2018
39546,18,3500,22,302,24564,2017
41287,19,3500,25,290,19683,2019
47995,14,5600,20,400,39724,2013
43450,22,2000,27,241,19191,2017
43999,14,5000,19,510,48311,2016
67995,15,3500,18,450,26296,2018
36998,18,3500,26,290,23528,2017
44995,21,3000,30,354,32602,2018
38500,16,5300,22,355,16578,2017
36800,17,3600,25,310,11884,2020
36770,15,4600,20,301,50427,2016
35499,16,3500,22,365,21003,2017
38844,16,5300,22,355,28620,2018
62999,16,3500,21,400,18894,2019
36286,23,2000,27,252,27011,2018
44995,22,2000,24,270,23764,2019
55498,20,3000,29,315,24573,2018
56360,20,2000,25,240,39339,2017
39490,19,3500,27,290,35481,2018
43995,18,3500,22,278,32228,2019
40471,16,6200,22,420,19985,2018
37589,19,3500,24,375,28303,2018
58500,20,3000,28,362,22478,2017
35991,18,3500,23,302,26402,2017
35482,20,2800,28,181,20671,2018
38250,24,2000,33,252,26373,2018
37557,18,3600,26,310,13434,2020
58890,18,3000,24,380,19626,2018
44945,22,2000,27,296,16030,2020
38291,17,3500,23,375,27873,2018
67399,15,3500,18,450,11523,2019
47985,13,5700,17,381,18726,2019
40000,21,2000,22,270,12000,2020
46998,14,6200,23,420,49854,2018
45250,21,3000,29,320,19100,2019
57897,15,6200,21,420,11982,2020
36991,16,3000,24,404,14298,2017
44980,15,5300,21,355,38785,2019
35690,16,5300,22,355,80621,2016
39995,16,5300,22,355,25675,2020
35999,15,5600,21,390,21329,2017
38920,20,2000,25,316,28469,2017
54990,21,3000,24,416,16271,2017
57443,18,3000,28,362,43683,2018
54350,14,5600,20,400,22936,2019
38087,16,5300,22,355,27845,2018
35499,16,5300,22,355,25431,2017
41991,17,3500,23,375,78265,2017
49475,14,6200,21,420,10889,2020
38998,23,2000,27,252,20202,2018
42993,19,2000,25,252,16706,2018
42390,13,5600,18,390,23029,2019
39998,30,3500,28,308,37125,2016
35888,23,2000,34,255,12218,2019
58950,21,2000,27,247,23025,2018
49950,17,4700,25,402,37285,2017
40998,16,5300,22,355,36606,2018
50990,14,6200,21,420,19330,2019
36900,18,3500,23,375,42168,2017
46788,23,2000,31,241,19579,2017
46990,20,2000,27,246,15662,2020
45999,17,3500,22,375,22538,2019
35995,15,5700,21,395,32230,2017
46000,16,6200,29,455,32591,2015
36894,21,2000,28,241,28694,2018
36500,23,2000,33,187,12710,2019
58588,16,4700,24,449,43513,2016
48500,19,3000,26,400,18413,2019
39682,21,3000,31,335,39478,2017
44998,17,3600,25,283,17055,2017
43988,17,3500,24,375,32365,2019
37990,15,5600,20,390,32998,2017
39995,16,3500,22,365,58592,2016
35666,19,3500,26,295,26382,2018
39939,22,2000,29,241,11108,2017
37500,19,3500,24,375,25143,2019
47245,16,5300,23,355,157470,2014
35500,22,2000,28,235,27555,2018
40932,16,6200,22,420,20056,2018
53000,18,3000,24,400,11119,2020
38995,19,3500,26,295,34786,2017
36988,15,5000,22,385,45751,2017
41998,15,6200,22,420,36888,2019
44920,14,6400,23,485,12130,2019
36995,11,6200,16,411,95469,2012
46486,20,3000,26,329,27699,2018
39701,22,2000,24,270,36322,2019
40900,17,4000,20,270,16331,2018
47995,14,6200,21,420,22769,2019
49991,13,6400,19,475,39672,2017
41995,16,5300,23,355,41513,2017
41245,17,3500,23,375,16180,2018
36000,19,3600,27,310,23579,2020
39999,19,3000,26,400,12639,2018
46888,17,3600,22,285,13987,2020
36989,16,5300,22,355,26938,2019
49906,15,5300,21,355,34418,2020
46991,14,6200,19,556,22811,2013
39995,18,3000,25,355,44932,2018
43995,15,5700,21,395,29679,2019
47995,16,3500,21,375,35246,2019
45500,15,6200,20,420,20659,2017
40789,18,3000,25,300,20940,2017
62974,15,6200,21,420,11740,2020
42495,16,5000,22,395,26539,2019
36700,22,2000,27,272,28246,2019
52959,16,5000,22,395,15151,2018
44000,17,3500,23,375,32414,2017
39960,15,5700,21,395,21584,2019
39597,16,5000,22,395,13798,2019
36065,20,3500,27,295,28344,2017
43120,21,2000,28,255,19022,2020
36402,18,3500,25,280,40513,2019
42977,15,5700,21,395,24219,2020
47000,17,3600,22,285,21985,2020
45000,17,3600,25,310,13820,2020
45364,14,5600,19,390,39137,2019
36549,16,3600,20,285,13760,2017
38596,19,3500,24,375,28933,2018
42890,14,5300,21,355,39172,2019
36998,22,2000,29,237,13274,2020
38549,22,2000,30,241,13320,2018
58900,17,3000,23,385,41059,2017
56991,13,6200,22,707,12533,2017
36999,22,2000,29,237,10242,2020
36500,19,3500,26,295,52563,2017
44998,14,5300,21,355,39047,2019
46488,14,5300,21,355,31350,2020
46997,22,3000,28,254,26326,2017
53500,14,6200,21,420,35702,2018
54380,17,3600,23,300,29478,2018
46495,15,6200,20,420,33976,2017
51115,14,3000,20,345,23433,2017
63988,18,3800,25,385,13993,2011
46998,15,6200,20,420,35569,2017
37988,15,5700,21,395,36239,2017
39991,24,2000,30,237,18544,2020
57850,12,5500,15,382,74350,2012
63598,14,5600,20,400,14458,2018
35551,15,5700,21,395,70789,2017
38999,19,2000,26,316,32489,2019
38988,21,3000,30,335,34539,2018
42900,15,5300,21,355,39513,2019
37000,16,3600,20,285,53057,2016
35599,16,5300,22,355,25687,2017
35990,18,3000,23,340,39084,2017
42000,21,2300,28,300,29817,2020
47986,14,5600,19,390,23094,2019
38997,23,2000,31,241,26816,2017
52999,15,6200,20,420,48170,2017
39290,17,3500,23,375,18241,2017
53746,17,3500,24,400,26424,2018
57998,17,3600,23,300,16539,2018
37999,15,5700,21,395,23708,2018
39373,23,3000,29,255,35532,2017
64392,17,3000,22,335,11428,2019
45329,18,3600,24,300,36591,2017
46500,16,3500,21,375,30009,2019
47985,16,3500,22,375,10125,2020
35998,18,3500,22,278,15591,2020
37080,20,2000,27,316,21494,2020
69000,12,3900,14,182,95238,1997
36800,18,3600,27,310,13514,2020
38990,18,3500,22,278,24032,2018
51877,18,4700,26,402,21113,2017
38987,16,3000,24,404,24850,2017
35995,15,5700,21,395,33876,2019
38000,14,6200,20,420,91903,2015
39499,18,3500,23,302,38241,2017
42998,18,3000,26,333,31084,2017
40451,19,3000,25,333,29758,2017
39569,16,3600,20,285,40427,2015
47990,18,3500,25,375,18221,2019
43857,14,5700,22,360,31420,2019
79500,16,3800,23,545,25280,2015
37900,15,6200,20,420,80875,2017
40890,15,6400,24,485,28434,2019
39995,19,3500,27,290,30697,2018
40995,26,2000,36,255,11857,2020
39588,17,4600,25,429,43153,2013
38977,22,2000,28,250,39993,2018
48995,20,3000,28,362,16503,2019
41990,20,3000,30,335,22525,2017
53486,15,6200,21,420,10276,2019
36888,15,5000,21,385,33027,2017
37995,18,3000,24,300,31678,2018
35225,24,2000,30,268,46262,2019
59277,14,6200,22,420,22026,2019
46997,17,3000,23,340,39203,2016
46993,31,3500,28,308,15603,2018
35499,15,4600,20,301,44442,2016
39900,18,4700,25,429,49421,2014
41997,22,2000,29,241,19064,2018
69999,13,4700,21,454,13733,2017
35886,14,5700,22,360,51635,2017
55998,15,3500,18,450,61755,2017
45000,21,2000,22,270,10527,2020
35999,19,3500,26,365,38524,2016
40949,15,4600,18,301,33688,2017
36995,17,4000,20,270,30291,2019
48500,15,6200,22,420,53986,2017
45476,18,3000,24,300,31306,2017
53900,17,3000,22,362,30585,2017
46991,15,4600,18,301,17099,2018
35359,15,5700,21,395,35747,2018
68440,15,3500,18,450,10128,2019
44991,15,5800,24,662,24585,2013
41910,17,3000,22,340,45458,2015
37998,14,5700,22,360,31758,2018
41451,19,3600,24,305,27034,2019
35991,19,3500,27,311,43615,2017
38573,13,5700,17,381,27745,2019
41538,17,3500,23,375,47043,2018
45509,17,3000,22,362,63782,2018
63900,13,6400,19,475,13633,2019
36800,19,2700,26,335,18388,2019
66500,13,4200,18,420,26982,2009
45000,17,3500,23,375,26942,2018
45985,17,4400,24,445,30114,2017
66753,15,3500,18,450,28475,2019
37000,15,5700,21,395,40375,2017
45224,15,6200,22,420,38315,2016
35449,16,5300,22,355,24412,2018
37988,16,3600,21,285,37282,2018
35500,16,3500,23,290,15737,2017
37897,18,3500,22,278,25350,2019
35290,18,3600,23,285,28575,2019
57750,15,3500,18,450,37288,2018
36945,15,5000,21,385,62132,2015
41935,16,5000,22,395,12291,2019
35493,19,3500,26,295,17855,2018
77990,14,5000,19,510,34000,2016
43888,18,3600,23,285,26189,2019
48937,17,3500,23,375,14294,2018
57499,15,6200,21,420,15492,2019
39445,15,5300,22,355,54950,2018
37955,23,2000,27,252,15010,2018
74998,14,6200,21,420,19013,2019
49077,14,6200,21,420,16160,2020
40800,19,3500,24,375,23081,2018
38998,16,5300,22,355,32320,2016
36891,15,5000,21,385,49105,2016
35895,19,3500,26,295,26004,2018
43000,15,5700,22,395,22500,2019
35408,15,6200,21,420,76008,2016
55995,17,3000,23,385,47295,2017
39992,16,3000,21,340,29234,2019
38595,18,3500,22,278,19440,2020
51556,16,5300,22,355,35289,2017
36925,19,3500,26,295,32638,2016
36532,15,6200,21,420,75155,2015
37990,22,3500,33,302,25912,2019
46991,20,3000,26,329,29083,2018
37450,18,3500,22,302,32192,2017
47431,14,6200,23,420,60487,2018
41200,21,3000,29,333,31902,2017
36031,19,3500,26,280,53144,2019
50888,16,3000,22,362,29934,2019
36991,22,2000,28,316,15599,2018
35995,16,5300,22,355,27000,2018
43985,20,3000,27,355,21376,2018
42900,15,3000,24,404,15198,2015
40000,17,3500,23,375,34929,2019
36630,24,2000,30,268,24050,2019
38995,24,2000,30,237,10075,2020
40991,16,5000,22,395,46641,2018
35999,21,3500,31,268,88705,2013
42900,20,2000,27,316,35974,2018
50500,17,3500,23,375,25090,2018
40991,16,6200,27,455,14137,2020
36995,15,6400,25,485,35500,2016
36888,16,3000,21,340,23374,2019
43000,15,6400,24,485,11639,2020
45986,15,5300,22,355,18327,2019
42000,19,3500,26,290,37680,2018
49997,10,6000,17,552,19977,2008
38900,22,2000,29,241,29178,2017
35244,16,3600,20,285,33050,2017
37950,16,5300,22,355,15265,2017
37997,16,5300,22,355,31769,2017
38499,18,3700,24,330,10672,2019
46499,16,5300,22,355,33936,2018
44900,15,5700,21,395,13916,2019
49968,14,5600,20,400,19098,2019
50998,16,6200,25,455,31772,2017
36498,20,2300,24,270,27814,2019
46699,16,6200,22,420,36693,2019
43991,15,5000,21,385,70916,2017
58492,14,6200,20,420,36292,2019
59942,14,6200,20,420,30032,2019
48499,17,3500,23,375,19485,2018
43977,22,2000,24,270,26805,2019
38800,16,3500,21,375,40520,2019
52986,16,6200,22,420,18160,2018
37785,19,3500,24,375,30413,2018
46900,16,4000,26,450,40272,2018
38295,19,3500,24,375,30969,2018
41995,17,3000,23,340,26362,2017
56981,17,3500,23,375,12517,2018
44293,17,3000,23,340,26632,2016
58197,14,6200,21,420,12031,2020
36398,18,3000,25,300,36070,2017
44279,13,5600,19,400,29974,2017
35688,19,3500,24,375,29949,2018
44488,19,2700,26,335,19431,2019
36990,18,3500,22,278,28282,2018
59998,17,3000,22,385,18379,2019
42673,19,2000,26,316,22531,2019
43209,16,6200,22,420,16046,2019
51995,13,6400,19,475,11293,2018
46500,15,6200,20,420,31975,2018
42900,15,5700,21,395,17405,2019
42035,19,3500,26,290,12854,2020
46469,15,6200,21,420,33842,2019
43000,21,3000,30,354,13834,2018
48895,23,2000,30,375,22749,2018
45988,16,5300,23,355,48542,2018
60000,15,3500,18,450,17807,2017
44599,17,3000,23,340,62747,2017
37899,18,3500,22,278,10550,2019
35999,13,5700,17,381,28777,2019
39939,22,2000,30,241,15856,2018
42990,16,3500,22,365,15477,2019
35363,19,3500,26,295,31088,2017
48497,15,5700,22,395,13349,2019
49100,16,5000,22,395,37959,2018
39499,16,3600,18,308,17810,2019
39395,15,5700,21,395,11467,2019
56990,15,5700,21,395,21179,2019
54995,17,3600,22,285,12662,2020
38999,15,5700,21,395,16410,2019
43995,19,3500,24,375,44134,2018
38995,18,3500,23,278,19347,2017
41995,15,5700,22,395,41844,2019
38393,16,6200,24,455,11452,2019
43397,20,3500,27,295,12634,2019
46500,21,3000,30,354,10627,2018
43624,17,3600,23,276,11545,2019
36744,19,3000,27,240,58358,2017
39987,20,3000,27,400,12117,2018
38855,19,3000,29,333,47572,2017
36989,15,5700,21,395,39351,2017
43988,18,3600,23,285,28334,2019
