price,city_fuel_economy,engine_displacement,highway_fuel_economy,horsepower,mileage,year
32555,22,3500,32,301,10463,2019
32931,17,4300,22,285,16332,2017
30189,18,3500,26,290,44050,2017
32000,21,2000,29,184,14989,2019
31484,15,5000,24,460,29940,2019
33998,17,4300,22,285,13876,2018
31850,18,3600,25,295,29688,2017
31995,15,6200,25,430,62659,2008
32770,18,3600,25,310,41670,2017
33590,17,4300,22,285,18873,2018
32987,18,3600,26,310,19684,2020
30900,15,5000,21,385,36572,2017
31395,16,3600,23,305,44944,2017
34589,16,5300,22,355,50373,2017
31500,18,3300,23,290,20363,2018
31999,19,3500,26,295,35070,2017
32981,22,2000,29,250,40006,2018
32000,16,3600,20,285,49348,2015
34888,16,3600,20,285,35541,2017
32770,18,3600,25,295,27814,2017
32792,15,5700,21,395,69475,2016
31995,16,5300,22,355,64690,2017
30995,21,2000,25,237,20075,2019
30991,16,3600,20,285,51108,2016
31389,14,5700,22,360,38227,2017
30600,17,3600,25,310,28978,2019
31998,18,3500,23,375,45611,2017
30478,15,5700,22,395,15647,2020
32649,18,3600,25,295,24025,2018
30884,23,2000,29,241,42850,2017
34182,18,3000,25,241,33229,2017
34998,15,5000,21,385,20926,2017
33998,18,3500,26,280,13389,2019
34998,15,4600,20,301,27489,2015
33895,16,3500,22,290,14200,2018
32983,18,3600,25,276,27331,2018
31498,17,5000,23,395,42151,2018
33200,13,5700,18,381,65417,2018
32990,20,2000,27,268,11613,2019
32367,20,2300,24,270,42903,2019
30995,15,5700,22,395,56054,2015
31350,19,3500,26,280,34810,2017
31962,15,5000,21,385,54550,2017
32481,17,3600,23,276,29277,2018
32400,23,2000,27,252,47952,2018
34663,19,3500,26,375,36698,2017
32995,20,3000,31,315,37200,2015
33990,19,3600,24,305,22285,2019
34142,18,3000,25,241,40357,2017
34489,16,5300,22,355,28987,2017
30988,24,2000,34,248,30453,2018
32339,14,5600,19,390,38723,2019
34995,18,3500,23,375,39590,2017
32900,14,5700,22,360,42275,2017
34995,24,2000,30,268,11061,2019
34989,19,3500,26,295,36150,2017
32250,17,3600,21,285,57978,2014
32995,18,3700,25,330,30891,2019
31888,17,3000,21,362,50927,2016
30026,19,3000,27,300,35936,2017
32491,17,3600,24,308,24542,2017
34477,23,2000,31,248,12360,2019
32240,22,2800,30,181,47114,2017
32991,16,5000,22,395,14495,2018
32997,16,3600,20,285,39045,2017
30995,19,3500,26,295,29627,2018
33300,20,3000,26,400,33168,2017
30590,19,2300,27,280,37026,2019
31498,17,5300,23,355,26779,2020
31918,16,5300,22,355,18245,2017
34995,17,3600,23,276,11521,2019
32000,16,3000,23,404,21500,2016
34996,16,5000,22,395,15587,2019
30800,24,2000,37,208,28525,2018
33896,15,5300,22,355,99379,2017
34999,15,5700,22,395,10089,2020
34999,16,5300,22,355,32685,2017
33000,15,5700,21,395,18252,2019
33990,18,3600,26,310,13043,2017
30990,18,3500,23,278,34543,2016
34444,16,5000,22,395,18376,2019
34500,16,5300,23,355,46350,2018
32995,19,3600,28,287,12242,2020
34995,16,3600,20,285,13953,2017
32500,18,3600,25,295,35533,2018
34988,18,3500,23,278,32629,2017
33990,16,5300,22,355,80372,2015
32188,18,3600,25,295,31479,2019
30730,21,3500,30,268,27982,2017
31900,19,3500,28,280,20778,2019
30379,19,2300,27,280,13136,2017
33388,18,3600,25,295,32843,2019
31200,18,3000,25,300,30643,2017
30195,19,3800,26,291,13200,2020
30799,18,3600,28,287,24866,2018
33633,18,3500,26,290,14629,2017
31995,22,2000,27,247,25643,2019
33990,24,2000,34,252,34510,2018
30743,25,2500,32,175,12591,2019
32900,16,3500,22,290,38009,2019
33817,19,3500,24,375,26778,2018
35000,15,5700,21,395,56676,2017
32500,14,5700,22,360,47207,2016
32569,15,5000,21,385,82467,2015
31990,16,6200,22,420,45634,2015
34131,23,2000,32,241,13131,2018
34800,19,3000,25,333,57875,2017
32900,24,2000,34,248,19868,2018
30998,18,3000,23,340,46833,2017
30990,17,3600,23,276,44903,2018
33550,24,2000,32,208,11372,2019
32511,16,5300,22,355,31244,2017
33585,16,5300,22,355,28000,2017
32705,16,5300,23,355,89987,2015
31991,14,6400,23,470,24877,2012
32950,15,5000,21,385,98943,2016
32500,22,2000,27,241,27677,2019
33990,16,5300,22,355,33592,2017
34165,16,3500,23,290,21637,2017
31291,19,3500,28,280,33930,2018
34995,17,3600,25,310,21034,2020
34491,23,2000,30,248,10044,2019
33060,16,3600,20,285,11708,2018
34991,22,2000,32,241,17738,2017
34988,17,5300,23,355,18627,2020
31523,16,3600,20,285,23300,2017
33998,13,5700,18,381,21846,2017
32591,23,2000,30,241,28712,2017
31267,18,3600,25,295,23370,2018
31969,22,2000,28,241,11140,2017
30730,19,3500,26,295,31526,2017
30984,21,2000,28,250,10439,2020
31888,21,3500,30,268,30285,2017
30999,18,3000,25,241,42792,2018
31997,15,5700,21,395,38359,2017
33990,23,2000,30,248,17147,2019
32590,19,3500,26,295,33972,2017
30998,21,2000,30,240,21764,2016
31808,17,3600,26,304,14084,2018
30910,15,5700,21,395,69469,2016
30387,17,3600,24,308,31126,2018
31999,18,3600,25,295,30792,2019
33995,18,3500,26,290,27692,2017
31500,22,2000,29,241,46380,2018
32412,18,3600,28,287,21860,2019
30990,19,3500,24,278,23269,2016
33500,16,5300,23,355,129000,2015
34600,18,3600,27,310,29204,2019
33991,19,3500,26,295,18425,2019
33700,16,3600,20,285,53733,2015
31989,22,2000,31,228,33489,2017
30995,18,3600,28,287,15941,2019
33998,18,3600,25,295,18253,2020
33318,16,3600,23,305,19096,2018
30999,19,3500,27,290,29165,2017
31500,18,3300,25,276,16811,2018
30982,18,3500,26,290,36038,2017
33512,25,2500,32,203,11226,2020
31490,16,5300,22,355,79919,2017
34928,16,5300,22,355,30195,2017
32243,18,3600,25,308,21822,2018
31900,19,3500,28,306,35307,2017
34950,17,3600,25,310,27526,2020
32999,22,2400,30,180,23378,2017
34986,20,3500,28,260,16856,2019
34795,16,6200,23,420,38044,2017
34995,22,2000,31,250,18994,2019
35000,20,3500,28,260,19952,2019
31997,19,3500,26,280,36617,2017
30991,19,3500,24,278,35074,2018
33992,15,5700,22,395,17148,2020
32371,18,3600,25,310,21129,2019
34950,19,3600,26,310,35830,2019
30998,18,3600,26,310,33391,2017
32641,15,5700,21,395,33220,2019
33995,16,3500,22,290,17275,2018
34520,20,3500,27,295,21004,2020
30789,18,2300,25,280,30606,2019
33990,16,5700,25,375,12284,2019
32495,20,3600,27,256,25609,2019
32590,15,5700,21,395,28162,2019
31993,16,5700,25,370,23600,2017
31000,22,2000,28,235,42041,2018
31699,17,3600,24,308,24724,2018
32995,23,2000,33,248,28041,2018
34499,18,3600,25,295,16708,2020
34500,17,3500,23,375,100171,2017
32501,18,3600,27,335,22960,2017
30847,16,3600,23,305,29191,2018
31998,20,2500,26,250,20321,2018
32995,18,3600,25,295,30218,2017
30991,16,3500,23,290,28959,2017
33865,17,3600,25,310,39294,2019
33995,15,5700,21,395,16992,2018
32500,19,3500,24,375,51778,2018
33743,18,3600,26,310,28620,2017
34000,19,3500,26,295,43440,2017
35000,19,3000,27,380,41812,2014
34888,19,3500,24,278,14886,2019
33682,18,3800,25,311,18168,2018
30950,16,5700,25,370,23484,2017
32900,16,5300,22,355,91147,2018
33998,14,5600,19,390,39708,2019
31999,15,5700,22,395,29621,2019
30995,16,3500,22,365,79458,2016
32799,22,2000,32,241,12584,2018
30894,18,3600,26,310,34726,2017
31188,20,2500,26,250,22185,2018
30580,15,5000,21,385,113171,2016
32000,16,2700,23,335,25191,2017
32800,22,2000,28,280,24418,2018
30999,18,3700,24,330,41493,2016
32995,17,3600,25,310,43440,2018
32000,16,5000,22,395,57511,2018
34937,24,2000,34,248,35990,2017
30389,27,2500,38,206,15310,2020
33495,22,2000,28,241,38373,2018
31990,18,3600,25,295,41264,2019
31528,17,4300,22,285,43075,2017
31399,24,2000,34,248,21294,2018
32998,19,3000,27,300,27247,2017
33590,18,3600,27,305,17317,2019
32200,20,3500,26,375,16553,2018
32500,15,6400,25,485,74416,2016
34999,17,3300,24,365,36817,2017
33900,20,3000,30,335,32232,2017
31995,16,5700,25,370,32422,2016
32995,21,2000,29,240,31685,2017
32998,17,3600,25,310,22307,2019
31988,18,3500,26,280,20156,2018
31691,19,3500,26,295,39686,2017
32988,17,3600,25,310,26768,2018
32795,18,3000,24,300,58544,2017
32998,16,3600,20,285,56368,2015
33677,15,5700,21,395,30582,2019
32499,18,3600,25,295,27503,2018
31998,16,5000,22,395,49100,2018
33080,19,3000,27,240,55592,2016
31998,22,2000,28,241,43236,2017
32500,18,3500,23,375,53451,2017
31999,19,3000,27,300,30221,2017
32982,17,3600,25,310,33949,2018
34950,21,3500,27,295,36486,2019
32500,15,5000,25,435,30420,2017
32990,17,3600,24,308,14056,2018
31995,18,3600,28,287,29487,2019
31491,17,3600,21,285,46395,2016
34987,26,2000,36,255,26347,2020
31998,18,3500,26,280,10703,2018
30990,15,5000,23,435,30443,2017
30850,16,2700,24,335,25800,2017
32295,21,3000,32,320,29505,2017
31698,18,3600,26,310,45242,2017
34977,17,3500,23,375,79967,2017
31948,18,3500,23,375,34601,2017
32174,19,3600,26,295,33825,2019
34333,16,3600,20,285,60727,2015
34888,13,5600,18,390,40279,2017
33995,18,3500,24,296,23946,2017
32944,20,3500,26,375,35253,2018
31998,17,4000,21,270,43118,2019
33895,15,4300,20,285,27224,2019
30992,17,3600,24,305,55042,2016
31495,18,3600,25,295,13500,2019
32750,22,2000,29,241,29366,2017
34998,19,3600,29,335,17423,2020
31884,15,5700,21,395,27160,2019
33277,18,3700,24,330,27918,2019
32830,19,3500,26,295,41761,2019
34998,16,5000,22,395,17269,2018
31000,18,3000,25,241,35505,2018
31000,16,3600,20,285,59104,2014
33860,22,2000,30,208,22356,2020
32220,16,5300,22,355,116732,2017
31995,21,2500,30,204,32830,2014
30526,19,3600,26,295,29834,2019
34725,18,3500,26,280,18046,2019
34490,18,3000,25,241,36475,2018
33495,16,5300,22,355,17469,2018
33515,18,3000,25,241,21588,2017
34996,34,2500,30,194,24013,2018
33770,16,5300,22,355,25013,2017
33500,19,2000,27,228,24800,2019
31875,23,2000,30,241,29543,2017
33000,16,5300,22,355,27233,2017
34988,20,3800,26,291,29665,2020
30977,16,5300,23,355,38734,2017
33338,16,5300,22,355,50370,2017
32990,22,2000,30,272,23998,2018
32995,17,3600,25,310,28388,2019
32995,15,6200,22,420,94708,2015
33493,20,3500,27,295,24588,2019
31990,19,3500,26,280,73693,2017
34900,18,3300,23,290,30276,2019
32998,16,5300,22,355,42580,2017
34950,19,3000,27,300,12480,2020
33800,20,3500,27,284,14092,2019
30997,18,3600,25,295,29788,2018
31706,17,3600,25,310,39071,2018
32995,18,3000,25,241,28523,2017
31476,20,3500,27,295,29432,2020
30310,21,2000,28,250,35181,2019
31888,20,3000,29,300,10730,2019
30670,20,3600,27,256,23818,2017
31500,15,5700,21,395,18602,2019
34998,15,5000,25,435,19749,2016
33645,20,2000,27,220,17716,2017
34632,18,3600,25,295,13479,2020
33555,21,3500,30,268,21330,2018
31393,18,3500,22,302,50465,2017
30500,17,4000,20,270,35475,2018
31995,16,3600,21,285,62562,2013
34000,16,5300,23,355,13425,2017
34003,22,2000,24,270,32323,2019
33639,19,3500,24,375,42835,2018
32998,24,2000,34,248,15214,2017
32999,17,3300,24,365,40154,2017
34968,17,4000,20,270,36429,2019
30498,16,3500,23,290,39967,2017
33926,15,5000,21,385,64039,2017
34690,18,3600,25,310,23143,2019
31459,17,3600,24,308,18961,2018
30900,18,3000,25,241,52398,2018
34995,15,3500,19,310,28331,2019
31995,18,3600,27,310,24401,2018
31969,20,3500,30,300,19954,2019
30981,23,2000,31,208,25924,2018
32988,23,2000,27,252,28252,2018
30578,17,4300,22,285,27505,2017
31750,19,3500,26,295,76453,2018
32965,20,2400,26,260,36456,2019
30445,16,3500,22,290,39316,2018
31890,21,2000,28,240,17529,2017
34477,18,3600,25,295,20509,2019
33995,22,2000,24,270,35021,2019
34988,16,5000,22,395,54291,2018
30995,18,3500,23,375,34822,2017
30862,20,2700,24,185,16987,2019
31905,19,3600,27,310,31330,2017
34688,18,3500,23,302,31231,2017
31791,19,3500,28,280,16645,2019
32991,22,2000,30,241,33347,2017
32990,17,3600,24,308,19267,2017
33900,18,3600,25,310,24368,2017
30995,19,3500,28,306,28238,2016
33999,16,3500,22,365,45826,2016
34557,20,3500,26,375,22744,2018
31995,19,3500,26,295,47530,2018
30599,18,3600,25,295,43466,2017
34690,16,3600,20,285,37619,2017
33977,15,5700,21,395,14963,2019
31000,19,3500,26,295,28002,2017
30287,16,3500,23,290,28983,2017
32478,18,3500,25,280,98092,2017
32998,19,3500,26,295,35694,2016
30991,15,5700,21,395,27555,2017
32444,17,3600,24,276,15536,2019
30989,19,3600,27,310,76409,2017
33998,19,3500,26,295,37107,2017
32031,18,3600,26,310,18154,2018
30991,22,2000,30,241,42031,2017
31000,16,5300,22,355,35467,2017
34820,28,2000,32,275,15130,2017
32992,16,5000,22,395,11012,2018
32595,18,3500,22,302,43491,2017
34612,19,3600,26,310,25672,2019
34572,17,3500,23,375,77776,2017
32499,18,3300,23,290,43024,2018
31150,19,3600,26,310,26800,2018
33684,26,2000,36,255,17084,2020
30995,22,2000,27,241,32954,2019
31995,16,5300,23,355,31483,2018
30999,22,2000,25,316,65283,2016
33001,19,3500,24,278,30988,2017
30674,15,5700,21,395,28500,2016
32899,21,2000,28,240,39427,2017
32998,18,3600,25,295,29544,2017
33998,15,6400,25,485,26419,2016
34849,18,3500,23,375,40935,2017
34573,18,3600,27,310,19268,2019
31000,18,3600,25,295,41284,2019
31900,16,3600,20,285,79564,2013
32990,18,3500,23,365,51265,2016
30490,15,5700,22,395,22878,2019
31195,18,3600,25,295,39347,2019
30295,18,3000,25,241,22841,2018
34400,16,5300,22,355,44460,2017
32000,19,3500,24,278,47259,2016
30486,17,3600,25,310,20335,2019
30998,20,2000,28,200,17443,2018
32987,15,5600,21,390,36772,2017
30837,16,3500,23,290,16821,2017
30990,16,5300,23,355,138241,2015
30977,15,3600,22,288,44954,2017
30988,15,4300,20,285,12348,2019
34988,22,2000,28,241,19149,2018
33999,16,3600,20,285,20000,2017
33800,16,5700,25,370,38482,2017
30999,19,3500,27,296,41574,2019
31587,15,5700,21,395,59371,2017
30180,19,3500,27,279,24250,2018
30100,16,3500,22,290,21068,2018
34995,18,3500,23,302,25139,2017
30388,15,5700,21,395,33536,2017
34900,22,2000,28,235,35965,2018
31853,17,3600,23,276,28224,2019
30988,15,5000,21,385,72344,2016
32990,18,3600,26,310,28963,2017
33777,18,3500,23,375,49936,2017
34980,14,5600,19,390,36143,2019
34988,16,5000,22,395,58835,2018
30987,15,4000,26,520,77339,2013
34550,18,3500,23,278,23403,2017
30999,19,3500,24,375,81147,2018
32407,19,3500,24,278,23663,2018
33500,16,5300,22,355,23319,2018
33175,18,3000,25,241,31314,2017
31998,15,6200,21,420,130088,2016
33995,22,2000,28,241,18720,2018
33991,16,5300,23,355,36176,2018
31998,19,3500,24,278,32955,2018
32000,22,2000,28,235,11527,2018
34915,19,3600,26,310,46394,2019
34999,17,3600,24,308,32001,2019
31995,19,3600,26,295,30143,2020
30078,19,3500,27,280,22021,2019
30885,18,3600,25,310,35424,2017
30995,16,3600,20,285,50335,2016
30400,17,3600,24,308,13064,2018
31199,19,3500,27,290,25820,2017
32850,18,3600,25,310,27672,2018
33154,17,3500,20,278,71211,2016
33995,18,3600,25,295,23076,2019
31995,17,2700,26,335,15110,2018
31964,18,3600,25,295,33016,2019
31600,15,5700,21,395,52496,2017
34474,14,5600,19,390,32844,2019
31826,15,5000,21,385,64073,2017
31990,20,3000,29,240,88014,2015
33998,21,2000,28,240,14544,2017
34409,15,5700,21,395,60722,2018
31350,17,3600,23,276,39864,2019
34712,17,4300,22,285,36572,2018
33990,17,3600,25,283,25959,2019
34980,18,3500,23,278,76125,2017
30995,18,3600,25,295,21580,2017
34516,16,5300,22,355,30892,2018
32995,15,6200,24,400,16546,2015
32888,20,3000,27,329,47458,2015
34870,18,3600,25,295,55996,2018
34999,18,3600,25,293,19522,2018
30900,23,2000,34,248,22880,2017
32027,18,3600,25,310,29372,2017
32400,15,5700,21,395,51830,2015
31995,19,3500,24,278,18749,2018
31998,15,3500,21,365,40439,2017
30777,16,4000,21,236,62596,2015
30988,20,2300,24,270,10324,2019
34295,18,3600,25,295,20093,2019
31450,20,3500,27,295,27397,2017
33491,18,3000,24,300,72135,2017
34444,16,5300,22,355,74198,2017
30500,16,5300,22,355,31607,2017
34977,14,6200,20,420,85209,2016
32995,16,3600,20,285,26938,2018
30590,19,3500,26,375,57141,2017
31950,18,3500,26,280,45891,2018
30355,16,5300,22,355,44007,2017
33997,13,5600,18,390,36016,2019
30998,19,3000,27,300,17211,2017
31997,18,2700,27,335,22838,2017
30836,22,2000,28,241,19238,2017
34990,16,5300,22,355,73604,2014
32488,15,5000,25,435,18231,2016
30900,20,3500,27,295,22815,2018
30995,24,2000,31,252,15834,2017
31500,16,5300,22,355,65270,2017
32750,20,2300,24,270,26647,2019
34000,17,3600,24,305,30924,2016
30990,23,2000,34,255,22304,2019
30995,24,2000,33,241,26241,2018
31950,23,2000,33,248,15491,2018
31998,15,3500,21,365,40354,2017
33995,16,3600,20,285,22765,2017
34989,19,3500,27,296,31564,2019
34990,19,3500,28,280,20912,2019
34995,26,2000,36,255,10429,2019
30110,17,5000,23,395,46801,2018
31995,18,3600,25,295,39169,2017
31409,22,2000,28,280,18991,2018
34590,16,3500,22,365,38356,2019
34991,26,2000,36,255,14111,2019
30998,18,3500,26,280,17338,2017
30900,22,2000,28,235,49493,2017
30381,16,3500,22,290,31974,2018
31998,18,3600,25,295,51005,2019
31140,25,2500,32,175,10181,2019
34477,17,3600,25,310,29802,2018
31590,20,3600,27,256,20988,2019
32000,18,3600,25,295,40681,2019
31974,18,3600,25,308,28759,2017
31998,22,2000,30,241,48834,2017
32995,17,6200,28,455,41984,2016
32995,15,5600,21,390,25236,2018
31895,15,6200,21,403,96054,2012
31995,23,2000,33,248,29482,2017
33000,18,3700,26,350,28730,2017
34980,16,5300,22,355,33911,2017
30973,16,5700,25,370,39961,2017
30998,19,3000,26,241,24659,2018
33991,17,4000,21,270,29125,2019
34997,21,2000,25,237,13699,2019
30525,17,3600,24,308,31840,2017
33999,15,5700,21,395,14993,2017
32988,18,3500,23,365,61378,2016
31986,18,3600,25,310,15448,2019
31999,15,5700,21,395,17807,2018
31999,15,5000,24,435,27642,2017
31990,17,3600,24,308,28621,2017
34353,18,3500,26,290,27398,2017
32018,17,4300,22,285,16824,2017
32977,14,4600,18,310,45012,2018
33789,16,5300,22,355,32477,2017
34838,18,3500,23,375,50832,2017
31798,15,5700,21,395,43392,2019
30777,16,5000,25,460,25383,2019
32590,18,3500,23,365,33609,2016
30998,18,3500,23,302,23793,2017
31389,17,3600,25,310,38395,2019
33990,15,5700,21,395,78555,2016
33500,20,3000,26,400,31312,2017
32920,18,3000,25,241,18374,2018
31000,13,5600,18,390,44302,2019
31995,17,3600,24,308,31829,2017
34988,15,5700,21,395,62539,2017
31500,18,3600,25,295,25614,2019
31795,20,3000,30,335,49176,2017
31999,16,3600,20,285,50123,2014
30595,19,3000,26,241,37830,2018
31998,17,3500,22,302,42995,2016
34950,19,3500,26,280,34859,2017
32994,19,3500,26,280,56705,2017
30899,18,3500,24,282,34905,2017
33888,24,2000,30,237,15765,2020
33998,17,3600,25,310,23734,2018
31999,16,3600,20,285,80623,2013
34877,16,5300,22,355,35991,2017
30900,20,2000,26,235,15267,2019
32991,16,5300,22,355,21782,2017
30990,17,2700,24,315,32371,2017
34995,23,2000,33,248,18900,2017
34000,19,3500,24,375,17815,2018
32900,17,3500,23,365,95211,2015
34801,20,3500,28,260,13819,2019
33159,22,2000,31,316,29603,2018
34620,25,2000,34,248,10550,2019
30999,18,3000,25,241,43949,2017
34999,22,3500,33,302,14107,2019
31037,18,3000,25,241,22433,2017
32800,15,5000,24,460,24520,2019
34089,18,3000,25,241,35617,2017
30990,15,5700,21,395,35231,2018
34944,17,3500,23,375,68095,2018
33935,16,5300,22,355,39999,2017
31990,15,6200,21,420,98996,2016
31998,15,5700,21,395,28115,2018
32997,17,5000,23,395,43754,2019
32297,18,3000,24,300,59616,2017
31988,19,3600,27,310,17423,2017
34995,17,4300,22,285,40013,2017
34688,16,5300,22,355,31065,2018
34991,18,3500,23,278,32208,2017
33593,18,3000,25,241,52809,2018
33000,16,3600,20,285,35234,2017
32998,16,5300,22,355,50927,2017
31783,20,2000,26,257,24816,2018
32900,18,3500,23,302,35860,2017
30952,27,3500,28,280,46605,2016
31977,18,3600,25,310,23993,2019
32000,16,3600,23,305,20016,2018
34998,16,5300,22,355,30153,2018
33699,23,2000,31,280,14849,2019
33000,15,4600,20,301,72107,2015
34217,16,5300,22,355,50534,2017
33887,22,2000,24,270,25698,2019
33585,17,3600,24,308,27159,2017
31800,16,5300,22,355,101495,2015
32994,22,2000,27,241,13718,2019
31995,15,5000,24,460,31286,2019
31477,17,4000,20,270,49909,2019
34987,17,3600,24,308,27375,2017
32991,23,2000,34,252,10000,2019
30600,20,3500,29,290,28626,2018
33252,17,3600,25,310,45367,2018
33500,19,3000,27,240,58428,2016
30550,16,5700,25,375,35032,2018
33880,19,3500,24,278,19217,2017
33962,18,3600,25,295,25467,2019
34968,16,5300,23,355,30289,2018
31469,19,3500,26,280,43035,2017
33480,15,5700,22,395,13573,2020
30989,21,2000,29,240,41959,2017
34995,16,3600,18,308,29747,2018
33995,21,2000,28,241,40850,2018
32450,16,5300,22,355,38867,2017
31888,18,3600,25,295,17476,2018
32990,17,5000,23,395,23271,2020
30975,15,3600,22,281,39419,2017
33888,21,2000,29,240,24812,2017
30977,16,3500,23,290,23437,2017
33896,18,3600,27,310,31338,2018
33500,18,3600,25,295,16551,2019
32995,18,3600,25,295,34386,2020
34977,16,5300,22,355,26108,2017
32200,18,3600,23,285,26192,2019
30991,15,5700,21,395,24197,2017
30186,16,2700,23,335,31059,2017
